#For example
#bin	name	om	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
356	ENSG00000086015_exon_11_3	1	+	46006340	46006440	46006340	46006440	1	46006340	46006440	0	ENSG00000086015_exon_11_3	cmpl	cmpl	0
357	ENSG00000086015_exon_11_4	1	+	46006390	46006490	46006390	46006490	1	46006390	46006490	0	ENSG00000086015_exon_11_4	cmpl	cmpl	0
358	ENSG00000086015_exon_11_5	1	+	46006440	46006540	46006440	46006540	1	46006440	46006540	0	ENSG00000086015_exon_11_5	cmpl	cmpl	0
359	ENSG00000086015_exon_11_6	1	+	46006490	46006590	46006490	46006590	1	46006490	46006590	0	ENSG00000086015_exon_11_6	cmpl	cmpl	0
360	ENSG00000086015_exon_11_7	1	+	46006540	46006640	46006540	46006640	1	46006540	46006640	0	ENSG00000086015_exon_11_7	cmpl	cmpl	0
361	ENSG00000086015_exon_12_1	1	+	46008295	46008395	46008295	46008395	1	46008295	46008395	0	ENSG00000086015_exon_12_1	cmpl	cmpl	0
362	ENSG00000086015_exon_13_1	1	+	46010729	46010829	46010729	46010829	1	46010729	46010829	0	ENSG00000086015_exon_13_1	cmpl	cmpl	0
363	ENSG00000086015_exon_13_2	1	+	46010779	46010879	46010779	46010879	1	46010779	46010879	0	ENSG00000086015_exon_13_2	cmpl	cmpl	0
364	ENSG00000086015_exon_13_3	1	+	46010829	46010929	46010829	46010929	1	46010829	46010929	0	ENSG00000086015_exon_13_3	cmpl	cmpl	0
365	ENSG00000086015_exon_13_4	1	+	46010879	46010979	46010879	46010979	1	46010879	46010979	0	ENSG00000086015_exon_13_4	cmpl	cmpl	0
366	ENSG00000086015_exon_13_5	1	+	46010929	46011029	46010929	46011029	1	46010929	46011029	0	ENSG00000086015_exon_13_5	cmpl	cmpl	0
367	ENSG00000086015_exon_13_6	1	+	46010979	46011079	46010979	46011079	1	46010979	46011079	0	ENSG00000086015_exon_13_6	cmpl	cmpl	0
368	ENSG00000086015_exon_13_7	1	+	46011029	46011129	46011029	46011129	1	46011029	46011129	0	ENSG00000086015_exon_13_7	cmpl	cmpl	0
369	ENSG00000086015_exon_14_1	1	+	46019595	46019695	46019595	46019695	1	46019595	46019695	0	ENSG00000086015_exon_14_1	cmpl	cmpl	0
370	ENSG00000086015_exon_14_2	1	+	46019645	46019745	46019645	46019745	1	46019645	46019745	0	ENSG00000086015_exon_14_2	cmpl	cmpl	0
371	ENSG00000086015_exon_15_1	1	+	46021949	46022049	46021949	46022049	1	46021949	46022049	0	ENSG00000086015_exon_15_1	cmpl	cmpl	0
372	ENSG00000086015_exon_15_2	1	+	46021999	46022099	46021999	46022099	1	46021999	46022099	0	ENSG00000086015_exon_15_2	cmpl	cmpl	0
373	ENSG00000086015_exon_16_1	1	+	46022909	46023009	46022909	46023009	1	46022909	46023009	0	ENSG00000086015_exon_16_1	cmpl	cmpl	0
374	ENSG00000086015_exon_17_1	1	+	46023232	46023332	46023232	46023332	1	46023232	46023332	0	ENSG00000086015_exon_17_1	cmpl	cmpl	0
375	ENSG00000086015_exon_17_2	1	+	46023282	46023382	46023282	46023382	1	46023282	46023382	0	ENSG00000086015_exon_17_2	cmpl	cmpl	0
376	ENSG00000086015_exon_17_3	1	+	46023332	46023432	46023332	46023432	1	46023332	46023432	0	ENSG00000086015_exon_17_3	cmpl	cmpl	0
377	ENSG00000086015_exon_17_4	1	+	46023382	46023482	46023382	46023482	1	46023382	46023482	0	ENSG00000086015_exon_17_4	cmpl	cmpl	0
378	ENSG00000086015_exon_17_5	1	+	46023432	46023532	46023432	46023532	1	46023432	46023532	0	ENSG00000086015_exon_17_5	cmpl	cmpl	0
379	ENSG00000086015_exon_18_1	1	+	46023771	46023871	46023771	46023871	1	46023771	46023871	0	ENSG00000086015_exon_18_1	cmpl	cmpl	0
380	ENSG00000086015_exon_18_2	1	+	46023821	46023921	46023821	46023921	1	46023821	46023921	0	ENSG00000086015_exon_18_2	cmpl	cmpl	0
381	ENSG00000086015_exon_18_3	1	+	46023871	46023971	46023871	46023971	1	46023871	46023971	0	ENSG00000086015_exon_18_3	cmpl	cmpl	0
382	ENSG00000086015_exon_18_4	1	+	46023921	46024021	46023921	46024021	1	46023921	46024021	0	ENSG00000086015_exon_18_4	cmpl	cmpl	0
383	ENSG00000086015_exon_18_5	1	+	46023971	46024071	46023971	46024071	1	46023971	46024071	0	ENSG00000086015_exon_18_5	cmpl	cmpl	0
384	ENSG00000086015_exon_18_6	1	+	46024021	46024121	46024021	46024121	1	46024021	46024121	0	ENSG00000086015_exon_18_6	cmpl	cmpl	0
385	ENSG00000086015_exon_18_7	1	+	46024071	46024171	46024071	46024171	1	46024071	46024171	0	ENSG00000086015_exon_18_7	cmpl	cmpl	0
386	ENSG00000086015_exon_18_8	1	+	46024121	46024221	46024121	46024221	1	46024121	46024221	0	ENSG00000086015_exon_18_8	cmpl	cmpl	0
387	ENSG00000086015_exon_18_9	1	+	46024171	46024271	46024171	46024271	1	46024171	46024271	0	ENSG00000086015_exon_18_9	cmpl	cmpl	0
388	ENSG00000086015_exon_18_10	1	+	46024221	46024321	46024221	46024321	1	46024221	46024321	0	ENSG00000086015_exon_18_10	cmpl	cmpl	0
389	ENSG00000086015_exon_18_11	1	+	46024271	46024371	46024271	46024371	1	46024271	46024371	0	ENSG00000086015_exon_18_11	cmpl	cmpl	0
390	ENSG00000086015_exon_19_1	1	+	46025676	46025776	46025676	46025776	1	46025676	46025776	0	ENSG00000086015_exon_19_1	cmpl	cmpl	0
391	ENSG00000086015_exon_19_2	1	+	46025726	46025826	46025726	46025826	1	46025726	46025826	0	ENSG00000086015_exon_19_2	cmpl	cmpl	0
392	ENSG00000086015_exon_20_1	1	+	46027730	46027830	46027730	46027830	1	46027730	46027830	0	ENSG00000086015_exon_20_1	cmpl	cmpl	0
393	ENSG00000086015_exon_20_2	1	+	46027780	46027880	46027780	46027880	1	46027780	46027880	0	ENSG00000086015_exon_20_2	cmpl	cmpl	0
394	ENSG00000086015_exon_21_1	1	+	46028767	46028867	46028767	46028867	1	46028767	46028867	0	ENSG00000086015_exon_21_1	cmpl	cmpl	0
395	ENSG00000086015_exon_21_2	1	+	46028817	46028917	46028817	46028917	1	46028817	46028917	0	ENSG00000086015_exon_21_2	cmpl	cmpl	0
396	ENSG00000086015_exon_21_3	1	+	46028867	46028967	46028867	46028967	1	46028867	46028967	0	ENSG00000086015_exon_21_3	cmpl	cmpl	0
397	ENSG00000086015_exon_22_1	1	+	46029164	46029264	46029164	46029264	1	46029164	46029264	0	ENSG00000086015_exon_22_1	cmpl	cmpl	0
398	ENSG00000086015_exon_22_2	1	+	46029214	46029314	46029214	46029314	1	46029214	46029314	0	ENSG00000086015_exon_22_2	cmpl	cmpl	0
399	ENSG00000086015_exon_22_3	1	+	46029264	46029364	46029264	46029364	1	46029264	46029364	0	ENSG00000086015_exon_22_3	cmpl	cmpl	0
400	ENSG00000086015_exon_22_4	1	+	46029314	46029414	46029314	46029414	1	46029314	46029414	0	ENSG00000086015_exon_22_4	cmpl	cmpl	0
401	ENSG00000086015_exon_22_5	1	+	46029364	46029464	46029364	46029464	1	46029364	46029464	0	ENSG00000086015_exon_22_5	cmpl	cmpl	0
402	ENSG00000086015_exon_22_6	1	+	46029414	46029514	46029414	46029514	1	46029414	46029514	0	ENSG00000086015_exon_22_6	cmpl	cmpl	0
403	ENSG00000086015_exon_22_7	1	+	46029464	46029564	46029464	46029564	1	46029464	46029564	0	ENSG00000086015_exon_22_7	cmpl	cmpl	0
404	ENSG00000086015_exon_22_8	1	+	46029514	46029614	46029514	46029614	1	46029514	46029614	0	ENSG00000086015_exon_22_8	cmpl	cmpl	0
405	ENSG00000086015_exon_23_1	1	+	46029830	46029930	46029830	46029930	1	46029830	46029930	0	ENSG00000086015_exon_23_1	cmpl	cmpl	0
406	ENSG00000086015_exon_23_2	1	+	46029880	46029980	46029880	46029980	1	46029880	46029980	0	ENSG00000086015_exon_23_2	cmpl	cmpl	0
407	ENSG00000086015_exon_24_1	1	+	46030128	46030228	46030128	46030228	1	46030128	46030228	0	ENSG00000086015_exon_24_1	cmpl	cmpl	0
408	ENSG00000086015_exon_24_2	1	+	46030178	46030278	46030178	46030278	1	46030178	46030278	0	ENSG00000086015_exon_24_2	cmpl	cmpl	0
409	ENSG00000086015_exon_24_3	1	+	46030228	46030328	46030228	46030328	1	46030228	46030328	0	ENSG00000086015_exon_24_3	cmpl	cmpl	0
410	ENSG00000086015_exon_24_4	1	+	46030278	46030378	46030278	46030378	1	46030278	46030378	0	ENSG00000086015_exon_24_4	cmpl	cmpl	0
411	ENSG00000086015_exon_24_5	1	+	46030328	46030428	46030328	46030428	1	46030328	46030428	0	ENSG00000086015_exon_24_5	cmpl	cmpl	0
412	ENSG00000086015_exon_24_6	1	+	46030378	46030478	46030378	46030478	1	46030378	46030478	0	ENSG00000086015_exon_24_6	cmpl	cmpl	0
413	ENSG00000086015_exon_24_7	1	+	46030428	46030528	46030428	46030528	1	46030428	46030528	0	ENSG00000086015_exon_24_7	cmpl	cmpl	0
414	ENSG00000086015_exon_25_1	1	+	46030606	46030706	46030606	46030706	1	46030606	46030706	0	ENSG00000086015_exon_25_1	cmpl	cmpl	0
415	ENSG00000086015_exon_25_2	1	+	46030656	46030756	46030656	46030756	1	46030656	46030756	0	ENSG00000086015_exon_25_2	cmpl	cmpl	0
416	ENSG00000086015_exon_25_3	1	+	46030706	46030806	46030706	46030806	1	46030706	46030806	0	ENSG00000086015_exon_25_3	cmpl	cmpl	0
417	ENSG00000086015_exon_26_1	1	+	46031006	46031106	46031006	46031106	1	46031006	46031106	0	ENSG00000086015_exon_26_1	cmpl	cmpl	0
418	ENSG00000086015_exon_26_2	1	+	46031056	46031156	46031056	46031156	1	46031056	46031156	0	ENSG00000086015_exon_26_2	cmpl	cmpl	0
419	ENSG00000086015_exon_26_3	1	+	46031106	46031206	46031106	46031206	1	46031106	46031206	0	ENSG00000086015_exon_26_3	cmpl	cmpl	0
420	ENSG00000086015_exon_26_4	1	+	46031156	46031256	46031156	46031256	1	46031156	46031256	0	ENSG00000086015_exon_26_4	cmpl	cmpl	0
421	ENSG00000086015_exon_26_5	1	+	46031206	46031306	46031206	46031306	1	46031206	46031306	0	ENSG00000086015_exon_26_5	cmpl	cmpl	0
422	ENSG00000086015_exon_27_1	1	+	46031390	46031490	46031390	46031490	1	46031390	46031490	0	ENSG00000086015_exon_27_1	cmpl	cmpl	0
423	ENSG00000086015_exon_27_2	1	+	46031440	46031540	46031440	46031540	1	46031440	46031540	0	ENSG00000086015_exon_27_2	cmpl	cmpl	0
424	ENSG00000086015_exon_27_3	1	+	46031490	46031590	46031490	46031590	1	46031490	46031590	0	ENSG00000086015_exon_27_3	cmpl	cmpl	0
425	ENSG00000086015_exon_28_1	1	+	46032177	46032277	46032177	46032277	1	46032177	46032277	0	ENSG00000086015_exon_28_1	cmpl	cmpl	0
426	ENSG00000086015_exon_28_2	1	+	46032227	46032327	46032227	46032327	1	46032227	46032327	0	ENSG00000086015_exon_28_2	cmpl	cmpl	0
427	ENSG00000086015_exon_28_3	1	+	46032277	46032377	46032277	46032377	1	46032277	46032377	0	ENSG00000086015_exon_28_3	cmpl	cmpl	0
428	ENSG00000086015_exon_28_4	1	+	46032327	46032427	46032327	46032427	1	46032327	46032427	0	ENSG00000086015_exon_28_4	cmpl	cmpl	0
429	ENSG00000086015_exon_29_1	1	+	46032595	46032695	46032595	46032695	1	46032595	46032695	0	ENSG00000086015_exon_29_1	cmpl	cmpl	0
430	ENSG00000086015_exon_29_2	1	+	46032645	46032745	46032645	46032745	1	46032645	46032745	0	ENSG00000086015_exon_29_2	cmpl	cmpl	0
431	ENSG00000086015_exon_30_1	1	+	46033801	46033901	46033801	46033901	1	46033801	46033901	0	ENSG00000086015_exon_30_1	cmpl	cmpl	0
432	ENSG00000086015_exon_30_2	1	+	46033851	46033951	46033851	46033951	1	46033851	46033951	0	ENSG00000086015_exon_30_2	cmpl	cmpl	0
433	ENSG00000086015_exon_31_1	1	+	46034072	46034172	46034072	46034172	1	46034072	46034172	0	ENSG00000086015_exon_31_1	cmpl	cmpl	0
434	ENSG00000086015_exon_31_2	1	+	46034122	46034222	46034122	46034222	1	46034122	46034222	0	ENSG00000086015_exon_31_2	cmpl	cmpl	0
435	ENSG00000086015_exon_31_3	1	+	46034172	46034272	46034172	46034272	1	46034172	46034272	0	ENSG00000086015_exon_31_3	cmpl	cmpl	0
436	ENSG00000086015_exon_31_4	1	+	46034222	46034322	46034222	46034322	1	46034222	46034322	0	ENSG00000086015_exon_31_4	cmpl	cmpl	0
437	ENSG00000086015_exon_31_5	1	+	46034272	46034372	46034272	46034372	1	46034272	46034372	0	ENSG00000086015_exon_31_5	cmpl	cmpl	0
438	ENSG00000086015_exon_31_6	1	+	46034322	46034422	46034322	46034422	1	46034322	46034422	0	ENSG00000086015_exon_31_6	cmpl	cmpl	0
439	ENSG00000086015_exon_32_1	1	+	46034537	46034637	46034537	46034637	1	46034537	46034637	0	ENSG00000086015_exon_32_1	cmpl	cmpl	0
440	ENSG00000086015_exon_32_2	1	+	46034587	46034687	46034587	46034687	1	46034587	46034687	0	ENSG00000086015_exon_32_2	cmpl	cmpl	0
441	ENSG00000086015_exon_32_3	1	+	46034637	46034737	46034637	46034737	1	46034637	46034737	0	ENSG00000086015_exon_32_3	cmpl	cmpl	0
442	ENSG00000086015_exon_32_4	1	+	46034687	46034787	46034687	46034787	1	46034687	46034787	0	ENSG00000086015_exon_32_4	cmpl	cmpl	0
443	ENSG00000086015_exon_32_5	1	+	46034737	46034837	46034737	46034837	1	46034737	46034837	0	ENSG00000086015_exon_32_5	cmpl	cmpl	0
444	ENSG00000086015_exon_32_6	1	+	46034787	46034887	46034787	46034887	1	46034787	46034887	0	ENSG00000086015_exon_32_6	cmpl	cmpl	0
445	ENSG00000086015_exon_32_7	1	+	46034837	46034937	46034837	46034937	1	46034837	46034937	0	ENSG00000086015_exon_32_7	cmpl	cmpl	0
446	ENSG00000086015_exon_32_8	1	+	46034887	46034987	46034887	46034987	1	46034887	46034987	0	ENSG00000086015_exon_32_8	cmpl	cmpl	0
447	ENSG00000086015_exon_32_9	1	+	46034937	46035037	46034937	46035037	1	46034937	46035037	0	ENSG00000086015_exon_32_9	cmpl	cmpl	0
448	ENSG00000086015_exon_32_10	1	+	46034987	46035087	46034987	46035087	1	46034987	46035087	0	ENSG00000086015_exon_32_10	cmpl	cmpl	0
449	ENSG00000086015_exon_32_11	1	+	46035037	46035137	46035037	46035137	1	46035037	46035137	0	ENSG00000086015_exon_32_11	cmpl	cmpl	0
450	ENSG00000086015_exon_32_12	1	+	46035087	46035187	46035087	46035187	1	46035087	46035187	0	ENSG00000086015_exon_32_12	cmpl	cmpl	0
451	ENSG00000086015_exon_32_13	1	+	46035137	46035237	46035137	46035237	1	46035137	46035237	0	ENSG00000086015_exon_32_13	cmpl	cmpl	0
452	ENSG00000086015_exon_32_14	1	+	46035187	46035287	46035187	46035287	1	46035187	46035287	0	ENSG00000086015_exon_32_14	cmpl	cmpl	0
453	ENSG00000086015_exon_32_15	1	+	46035237	46035337	46035237	46035337	1	46035237	46035337	0	ENSG00000086015_exon_32_15	cmpl	cmpl	0
454	ENSG00000086015_exon_32_16	1	+	46035287	46035387	46035287	46035387	1	46035287	46035387	0	ENSG00000086015_exon_32_16	cmpl	cmpl	0
455	ENSG00000086015_exon_32_17	1	+	46035337	46035437	46035337	46035437	1	46035337	46035437	0	ENSG00000086015_exon_32_17	cmpl	cmpl	0
456	ENSG00000086015_exon_32_18	1	+	46035387	46035487	46035387	46035487	1	46035387	46035487	0	ENSG00000086015_exon_32_18	cmpl	cmpl	0
457	ENSG00000086015_exon_32_19	1	+	46035437	46035537	46035437	46035537	1	46035437	46035537	0	ENSG00000086015_exon_32_19	cmpl	cmpl	0
458	ENSG00000086015_exon_32_20	1	+	46035487	46035587	46035487	46035587	1	46035487	46035587	0	ENSG00000086015_exon_32_20	cmpl	cmpl	0
459	ENSG00000086015_exon_32_21	1	+	46035537	46035637	46035537	46035637	1	46035537	46035637	0	ENSG00000086015_exon_32_21	cmpl	cmpl	0
460	ENSG00000086015_exon_32_22	1	+	46035587	46035687	46035587	46035687	1	46035587	46035687	0	ENSG00000086015_exon_32_22	cmpl	cmpl	0
461	ENSG00000086015_exon_32_23	1	+	46035637	46035737	46035637	46035737	1	46035637	46035737	0	ENSG00000086015_exon_32_23	cmpl	cmpl	0
462	ENSG00000086015_exon_32_24	1	+	46035687	46035787	46035687	46035787	1	46035687	46035787	0	ENSG00000086015_exon_32_24	cmpl	cmpl	0
463	ENSG00000086015_exon_32_25	1	+	46035737	46035837	46035737	46035837	1	46035737	46035837	0	ENSG00000086015_exon_32_25	cmpl	cmpl	0
464	ENSG00000086015_exon_32_26	1	+	46035787	46035887	46035787	46035887	1	46035787	46035887	0	ENSG00000086015_exon_32_26	cmpl	cmpl	0
465	ENSG00000086015_exon_32_27	1	+	46035837	46035937	46035837	46035937	1	46035837	46035937	0	ENSG00000086015_exon_32_27	cmpl	cmpl	0
466	ENSG00000086015_exon_32_28	1	+	46035887	46035987	46035887	46035987	1	46035887	46035987	0	ENSG00000086015_exon_32_28	cmpl	cmpl	0
467	ENSG00000086015_exon_32_29	1	+	46035937	46036037	46035937	46036037	1	46035937	46036037	0	ENSG00000086015_exon_32_29	cmpl	cmpl	0
468	ENSG00000086015_exon_32_30	1	+	46035987	46036087	46035987	46036087	1	46035987	46036087	0	ENSG00000086015_exon_32_30	cmpl	cmpl	0
469	ENSG00000086015_exon_32_31	1	+	46036037	46036137	46036037	46036137	1	46036037	46036137	0	ENSG00000086015_exon_32_31	cmpl	cmpl	0
470	ENSG00000115808_exon_1_1	2	-	36843639	36843739	36843639	36843739	1	36843639	36843739	0	ENSG00000115808_exon_1_1	cmpl	cmpl	0
471	ENSG00000115808_exon_1_2	2	-	36843689	36843789	36843689	36843789	1	36843689	36843789	0	ENSG00000115808_exon_1_2	cmpl	cmpl	0
472	ENSG00000115808_exon_1_3	2	-	36843739	36843839	36843739	36843839	1	36843739	36843839	0	ENSG00000115808_exon_1_3	cmpl	cmpl	0
473	ENSG00000115808_exon_1_4	2	-	36843789	36843889	36843789	36843889	1	36843789	36843889	0	ENSG00000115808_exon_1_4	cmpl	cmpl	0
474	ENSG00000115808_exon_1_5	2	-	36843839	36843939	36843839	36843939	1	36843839	36843939	0	ENSG00000115808_exon_1_5	cmpl	cmpl	0
475	ENSG00000115808_exon_1_6	2	-	36843889	36843989	36843889	36843989	1	36843889	36843989	0	ENSG00000115808_exon_1_6	cmpl	cmpl	0
476	ENSG00000115808_exon_1_7	2	-	36843939	36844039	36843939	36844039	1	36843939	36844039	0	ENSG00000115808_exon_1_7	cmpl	cmpl	0
477	ENSG00000115808_exon_1_8	2	-	36843989	36844089	36843989	36844089	1	36843989	36844089	0	ENSG00000115808_exon_1_8	cmpl	cmpl	0
478	ENSG00000115808_exon_1_9	2	-	36844039	36844139	36844039	36844139	1	36844039	36844139	0	ENSG00000115808_exon_1_9	cmpl	cmpl	0
479	ENSG00000115808_exon_1_10	2	-	36844089	36844189	36844089	36844189	1	36844089	36844189	0	ENSG00000115808_exon_1_10	cmpl	cmpl	0
480	ENSG00000115808_exon_1_11	2	-	36844139	36844239	36844139	36844239	1	36844139	36844239	0	ENSG00000115808_exon_1_11	cmpl	cmpl	0
481	ENSG00000115808_exon_1_12	2	-	36844189	36844289	36844189	36844289	1	36844189	36844289	0	ENSG00000115808_exon_1_12	cmpl	cmpl	0
482	ENSG00000115808_exon_1_13	2	-	36844239	36844339	36844239	36844339	1	36844239	36844339	0	ENSG00000115808_exon_1_13	cmpl	cmpl	0
483	ENSG00000115808_exon_1_14	2	-	36844289	36844389	36844289	36844389	1	36844289	36844389	0	ENSG00000115808_exon_1_14	cmpl	cmpl	0
484	ENSG00000115808_exon_1_15	2	-	36844339	36844439	36844339	36844439	1	36844339	36844439	0	ENSG00000115808_exon_1_15	cmpl	cmpl	0
485	ENSG00000115808_exon_1_16	2	-	36844389	36844489	36844389	36844489	1	36844389	36844489	0	ENSG00000115808_exon_1_16	cmpl	cmpl	0
486	ENSG00000115808_exon_1_17	2	-	36844439	36844539	36844439	36844539	1	36844439	36844539	0	ENSG00000115808_exon_1_17	cmpl	cmpl	0
487	ENSG00000115808_exon_1_18	2	-	36844489	36844589	36844489	36844589	1	36844489	36844589	0	ENSG00000115808_exon_1_18	cmpl	cmpl	0
488	ENSG00000115808_exon_1_19	2	-	36844539	36844639	36844539	36844639	1	36844539	36844639	0	ENSG00000115808_exon_1_19	cmpl	cmpl	0
489	ENSG00000115808_exon_1_20	2	-	36844589	36844689	36844589	36844689	1	36844589	36844689	0	ENSG00000115808_exon_1_20	cmpl	cmpl	0
490	ENSG00000115808_exon_1_21	2	-	36844639	36844739	36844639	36844739	1	36844639	36844739	0	ENSG00000115808_exon_1_21	cmpl	cmpl	0
491	ENSG00000115808_exon_1_22	2	-	36844689	36844789	36844689	36844789	1	36844689	36844789	0	ENSG00000115808_exon_1_22	cmpl	cmpl	0
492	ENSG00000115808_exon_1_23	2	-	36844739	36844839	36844739	36844839	1	36844739	36844839	0	ENSG00000115808_exon_1_23	cmpl	cmpl	0
493	ENSG00000115808_exon_1_24	2	-	36844789	36844889	36844789	36844889	1	36844789	36844889	0	ENSG00000115808_exon_1_24	cmpl	cmpl	0
494	ENSG00000115808_exon_1_25	2	-	36844839	36844939	36844839	36844939	1	36844839	36844939	0	ENSG00000115808_exon_1_25	cmpl	cmpl	0
495	ENSG00000115808_exon_1_26	2	-	36844889	36844989	36844889	36844989	1	36844889	36844989	0	ENSG00000115808_exon_1_26	cmpl	cmpl	0
496	ENSG00000115808_exon_1_27	2	-	36844939	36845039	36844939	36845039	1	36844939	36845039	0	ENSG00000115808_exon_1_27	cmpl	cmpl	0
497	ENSG00000115808_exon_1_28	2	-	36844989	36845089	36844989	36845089	1	36844989	36845089	0	ENSG00000115808_exon_1_28	cmpl	cmpl	0
498	ENSG00000115808_exon_1_29	2	-	36845039	36845139	36845039	36845139	1	36845039	36845139	0	ENSG00000115808_exon_1_29	cmpl	cmpl	0
499	ENSG00000115808_exon_1_30	2	-	36845089	36845189	36845089	36845189	1	36845089	36845189	0	ENSG00000115808_exon_1_30	cmpl	cmpl	0
500	ENSG00000115808_exon_1_31	2	-	36845139	36845239	36845139	36845239	1	36845139	36845239	0	ENSG00000115808_exon_1_31	cmpl	cmpl	0
501	ENSG00000115808_exon_1_32	2	-	36845189	36845289	36845189	36845289	1	36845189	36845289	0	ENSG00000115808_exon_1_32	cmpl	cmpl	0
502	ENSG00000115808_exon_1_33	2	-	36845239	36845339	36845239	36845339	1	36845239	36845339	0	ENSG00000115808_exon_1_33	cmpl	cmpl	0
503	ENSG00000115808_exon_1_34	2	-	36845289	36845389	36845289	36845389	1	36845289	36845389	0	ENSG00000115808_exon_1_34	cmpl	cmpl	0
504	ENSG00000115808_exon_1_35	2	-	36845339	36845439	36845339	36845439	1	36845339	36845439	0	ENSG00000115808_exon_1_35	cmpl	cmpl	0
505	ENSG00000115808_exon_1_36	2	-	36845389	36845489	36845389	36845489	1	36845389	36845489	0	ENSG00000115808_exon_1_36	cmpl	cmpl	0
506	ENSG00000115808_exon_1_37	2	-	36845439	36845539	36845439	36845539	1	36845439	36845539	0	ENSG00000115808_exon_1_37	cmpl	cmpl	0
507	ENSG00000115808_exon_1_38	2	-	36845489	36845589	36845489	36845589	1	36845489	36845589	0	ENSG00000115808_exon_1_38	cmpl	cmpl	0
508	ENSG00000115808_exon_1_39	2	-	36845539	36845639	36845539	36845639	1	36845539	36845639	0	ENSG00000115808_exon_1_39	cmpl	cmpl	0
509	ENSG00000115808_exon_1_40	2	-	36845589	36845689	36845589	36845689	1	36845589	36845689	0	ENSG00000115808_exon_1_40	cmpl	cmpl	0
510	ENSG00000115808_exon_1_41	2	-	36845639	36845739	36845639	36845739	1	36845639	36845739	0	ENSG00000115808_exon_1_41	cmpl	cmpl	0
511	ENSG00000115808_exon_1_42	2	-	36845689	36845789	36845689	36845789	1	36845689	36845789	0	ENSG00000115808_exon_1_42	cmpl	cmpl	0
512	ENSG00000115808_exon_1_43	2	-	36845739	36845839	36845739	36845839	1	36845739	36845839	0	ENSG00000115808_exon_1_43	cmpl	cmpl	0
513	ENSG00000115808_exon_1_44	2	-	36845789	36845889	36845789	36845889	1	36845789	36845889	0	ENSG00000115808_exon_1_44	cmpl	cmpl	0
514	ENSG00000115808_exon_1_45	2	-	36845839	36845939	36845839	36845939	1	36845839	36845939	0	ENSG00000115808_exon_1_45	cmpl	cmpl	0
515	ENSG00000115808_exon_1_46	2	-	36845889	36845989	36845889	36845989	1	36845889	36845989	0	ENSG00000115808_exon_1_46	cmpl	cmpl	0
516	ENSG00000115808_exon_1_47	2	-	36845939	36846039	36845939	36846039	1	36845939	36846039	0	ENSG00000115808_exon_1_47	cmpl	cmpl	0
517	ENSG00000115808_exon_1_48	2	-	36845989	36846089	36845989	36846089	1	36845989	36846089	0	ENSG00000115808_exon_1_48	cmpl	cmpl	0
518	ENSG00000115808_exon_1_49	2	-	36846039	36846139	36846039	36846139	1	36846039	36846139	0	ENSG00000115808_exon_1_49	cmpl	cmpl	0
519	ENSG00000115808_exon_1_50	2	-	36846089	36846189	36846089	36846189	1	36846089	36846189	0	ENSG00000115808_exon_1_50	cmpl	cmpl	0
520	ENSG00000115808_exon_1_51	2	-	36846139	36846239	36846139	36846239	1	36846139	36846239	0	ENSG00000115808_exon_1_51	cmpl	cmpl	0
521	ENSG00000115808_exon_1_52	2	-	36846189	36846289	36846189	36846289	1	36846189	36846289	0	ENSG00000115808_exon_1_52	cmpl	cmpl	0
522	ENSG00000115808_exon_1_53	2	-	36846239	36846339	36846239	36846339	1	36846239	36846339	0	ENSG00000115808_exon_1_53	cmpl	cmpl	0
523	ENSG00000115808_exon_1_54	2	-	36846289	36846389	36846289	36846389	1	36846289	36846389	0	ENSG00000115808_exon_1_54	cmpl	cmpl	0
524	ENSG00000115808_exon_1_55	2	-	36846339	36846439	36846339	36846439	1	36846339	36846439	0	ENSG00000115808_exon_1_55	cmpl	cmpl	0
525	ENSG00000115808_exon_1_56	2	-	36846389	36846489	36846389	36846489	1	36846389	36846489	0	ENSG00000115808_exon_1_56	cmpl	cmpl	0
526	ENSG00000115808_exon_1_57	2	-	36846439	36846539	36846439	36846539	1	36846439	36846539	0	ENSG00000115808_exon_1_57	cmpl	cmpl	0
527	ENSG00000115808_exon_1_58	2	-	36846489	36846589	36846489	36846589	1	36846489	36846589	0	ENSG00000115808_exon_1_58	cmpl	cmpl	0
528	ENSG00000115808_exon_1_59	2	-	36846539	36846639	36846539	36846639	1	36846539	36846639	0	ENSG00000115808_exon_1_59	cmpl	cmpl	0
529	ENSG00000115808_exon_1_60	2	-	36846589	36846689	36846589	36846689	1	36846589	36846689	0	ENSG00000115808_exon_1_60	cmpl	cmpl	0
530	ENSG00000115808_exon_1_61	2	-	36846639	36846739	36846639	36846739	1	36846639	36846739	0	ENSG00000115808_exon_1_61	cmpl	cmpl	0
531	ENSG00000115808_exon_1_62	2	-	36846689	36846789	36846689	36846789	1	36846689	36846789	0	ENSG00000115808_exon_1_62	cmpl	cmpl	0
532	ENSG00000115808_exon_1_63	2	-	36846739	36846839	36846739	36846839	1	36846739	36846839	0	ENSG00000115808_exon_1_63	cmpl	cmpl	0
533	ENSG00000115808_exon_1_64	2	-	36846789	36846889	36846789	36846889	1	36846789	36846889	0	ENSG00000115808_exon_1_64	cmpl	cmpl	0
